,Seed 1,,,Seed 2,,,Seed 3,,,Seed 4,,,Seed 5,,,Average,,,
967,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0.6,0.6,0,
968,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0.6,0.6,0,
969,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0.6,0.6,0,
970,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0.6,0.6,0,
971,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0.6,0.6,0,
972,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0.6,0.6,0,
973,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0.6,0.6,0,
974,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0.6,0.6,0,
975,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0.6,0.6,0,
976,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0.6,0.6,0,
977,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0.6,0.6,0,
978,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0.6,0.6,0,
979,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0.6,0.4,0,
980,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0.6,0.4,0,
981,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0.6,0.4,0,
982,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0.6,0.4,0,
983,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0.6,0.2,0,
984,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0.6,0.2,0,
985,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0.6,0.2,0,
986,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0.6,0.2,0,
987,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,0,
988,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,0,
989,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,0,
990,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.4,0,0,
991,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.2,0.2,0,
992,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.2,0.2,0,
993,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.2,0.2,0,
994,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.2,0.2,0,
995,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.2,0.2,0,
996,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.2,0.2,0,
997,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.2,0.2,0,
998,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0.4,0.4,0,
999,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0.4,0.4,0,
1000,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0.4,0.4,0,
1001,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0.6,0.4,0,
1002,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0.6,0.6,0,
1003,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0.6,0.6,0,
1004,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0.6,0.6,0,
1005,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0.6,0.4,0,
1006,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0.6,0.4,0,
1007,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0.6,0.4,0,
1008,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.4,0.4,0,
1009,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.4,0.4,0,
1010,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.4,0.4,0,
1011,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0.6,0.4,0,
1012,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0.6,0.4,0,
1013,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0.6,0.6,0,
1014,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0.6,0.6,0,
1015,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0.6,0.6,0,
1016,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0.6,0.4,0,
1017,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0.6,0.4,0,
1018,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0.6,0.2,0,
1019,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.4,0.2,0,
1020,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.2,0.2,0,
1021,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.2,0.2,0,
1022,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.2,0.2,0,
1023,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.2,0.2,0,
1024,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.2,0.2,0,
1025,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.2,0.2,0,
1026,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.2,0.2,0,
1027,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.2,0.2,0,
1028,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0.4,0.2,0,
1029,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.4,0,0,
1030,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0.4,0.2,0,
1031,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0.4,0.2,0,
1032,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.2,0.2,0,
1033,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.2,0.2,0,
1034,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.4,0.2,0,
1035,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.4,0.2,0,
1036,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.4,0.2,0,
1037,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.4,0.4,0,
1038,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.4,0.4,0,
1039,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.4,0.4,0,
1040,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.4,0.4,0,
1041,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.4,0.4,0,
1042,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0.6,0.4,0,
1043,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0.6,0.4,0,
1044,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.6,0.2,0,
1045,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.4,0.2,0,
1046,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.4,0.2,0,
1047,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.4,0.2,0,
1048,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.4,0.2,0,
1049,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,
1050,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,
1051,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.4,0.2,0,
1052,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.4,0.2,0,
1053,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.4,0.2,0,
1054,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.2,0.2,0,
1055,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.2,0.2,0,
1056,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.2,0.2,0,
1057,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.2,0.2,0,
1058,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0.4,0.4,0,
1059,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0.4,0.4,0,
1060,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0.4,0.4,0,
1061,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0.4,0.4,0,
1062,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0.4,0.4,0,
1063,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0.4,0.4,0,
1064,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0.4,0.4,0,
1065,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0.6,0.4,0,
1066,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0.6,0.4,0,
1067,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0.6,0.6,0,
1068,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0.6,0.6,0,
1069,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0.6,0.4,0,
1070,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0.6,0.4,0,
1071,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0.6,0.4,0,
1072,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.6,0.2,0,
1073,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.6,0.2,0,
1074,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.4,0.2,0,
1075,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.4,0.2,0,
1076,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.4,0.2,0,
1077,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,
1078,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,
1079,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,
1080,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,
1081,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,
1082,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,
1083,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,
1084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1089,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2,0,0,
1090,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0.4,0.2,0,
1091,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0.4,0.2,0,
1092,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.2,0.2,0,
1093,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.4,0.2,0,
1094,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.4,0.2,0,
1095,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.4,0.2,0,
1096,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.4,0.2,0,
1097,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.2,0.2,0,
1098,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.2,0.2,0,
1099,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0.4,0.2,0,
1100,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.2,0.2,0,
1101,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.2,0.2,0,
1102,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.2,0.2,0,
1103,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.2,0.2,0,
1104,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,0,
1105,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,0,
1106,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,0,
1107,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,0,
1108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1114,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,
1115,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,
1116,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,
1117,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,
1118,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,
1119,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,
1120,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,
1121,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,
1122,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,
1123,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,
1124,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,
1125,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,
1126,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.4,0.2,0,
1127,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.4,0.2,0,
1128,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,
1129,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,
1130,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,
1131,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,
1132,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,
1133,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,
1134,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,
1135,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,
1136,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,
1137,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.4,0.2,0,
1138,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.4,0.2,0,
1139,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.4,0.2,0,
1140,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.2,0.2,0,
1141,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.2,0.2,0,
1142,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.2,0.2,0,
1143,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.2,0.2,0,
1144,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.2,0.2,0,
1145,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.2,0.2,0,
1146,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.4,0.4,0,
1147,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.4,0.4,0,
1148,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.4,0.4,0,
1149,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.4,0.4,0,
1150,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.4,0.4,0,
1151,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.4,0.4,0,
1152,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.4,0.4,0,
1153,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.4,0.4,0,
1154,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.4,0.4,0,
1155,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.4,0.2,0,
1156,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.4,0.2,0,
1157,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.4,0.2,0,
1158,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.4,0.2,0,
1159,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,
1160,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,
1161,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,
1162,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,
1163,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,
1164,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,
1165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1168,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,0,
1169,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.2,0.2,0,
1170,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.2,0.2,0,
1171,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.2,0.2,0,
1172,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.4,0.2,0,
1173,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.4,0.2,0,
1174,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.4,0.2,0,
1175,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.4,0.2,0,
1176,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.2,0.2,0,
1177,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.2,0.2,0,
1178,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.2,0.2,0,
1179,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.2,0.2,0,
1180,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.2,0.2,0,
1181,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.2,0.2,0,
1182,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.2,0.2,0,
1183,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,0,
1184,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,0,
1185,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,0,
1186,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,0,
1187,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,0,
1188,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.4,0.2,0,
1189,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,
1190,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,
1191,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,
1192,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,
1193,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,
1194,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,
1195,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,
1196,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,
1197,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,
1198,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,
1199,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,
1200,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,
1201,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,
1202,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.4,0.4,0,
1203,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.4,0.4,0,
1204,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.4,0.4,0,
1205,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.4,0.4,0,
1206,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.4,0.4,0,
1207,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.4,0.4,0,
1208,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.4,0.2,0,
1209,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.2,0.2,0,
1210,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.2,0.2,0,
1211,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.2,0.2,0,
1212,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.2,0.2,0,
1213,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.2,0.2,0,
1214,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.2,0.2,0,
1215,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.4,0.2,0,
1216,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.4,0.2,0,
1217,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.4,0.2,0,
1218,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.4,0,0,
1219,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.4,0,0,
1220,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.4,0,0,
1221,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,0,
1222,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,0,
1223,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,0,
1224,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,
1225,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,
1226,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,
1227,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,
1228,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,
1229,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,
1230,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,
1231,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,
1232,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,
1233,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,
1234,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,
1235,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,
1236,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.4,0.4,0,
1237,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.4,0.4,0,
1238,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.4,0.4,0,
1239,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.4,0.4,0,
1240,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.4,0.4,0,
1241,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.4,0.4,0,
1242,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.4,0.4,0,
1243,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.4,0.4,0,
1244,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.4,0.2,0,
1245,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.4,0.2,0,
1246,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.4,0.2,0,
1247,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.4,0.2,0,
1248,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.4,0.2,0,
1249,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.4,0.2,0,
1250,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.2,0.2,0,
1251,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.2,0.2,0,
1252,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.4,0.2,0,
1253,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.4,0.2,0,
1254,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.4,0.2,0,
1255,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.4,0.2,0,
1256,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.4,0.2,0,
1257,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,
1258,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,
1259,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,
1260,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,
1261,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,
1262,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,
1263,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,
1264,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,
1265,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,
1266,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,
1267,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.4,0.4,0,
1268,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.4,0.2,0,
1269,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.4,0.2,0,
1270,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.2,0.2,0,
1271,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.2,0.2,0,
1272,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.2,0.2,0,
1273,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.2,0.2,0,
1274,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.2,0.2,0,
1275,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.2,0.2,0,
1276,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.2,0.2,0,
1277,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.2,0.2,0,
1278,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.2,0.2,0,
1279,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.2,0.2,0,
1280,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.2,0.2,0,
1281,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,0,
1282,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,0,
1283,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,0,
1284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
